DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Year,Latitude,Longitude
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,42,87331.79,51769.4,46208.4,2015,42.3396481,-71.1050255
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,13,100197.38,35864.08,35001.92,2015,42.3306338,-71.2464373
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,77,194513.91,53995.58,43510.6,2015,42.3362036,-71.1067408
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,17,23973,21520.24,19919.41,2015,42.373977,-71.1334327
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,28,46397.79,28310.82,25906.57,2015,42.334447,-71.0740118
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,15,34576,24254.33,22622.87,2015,42.3489582,-71.1476809
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,117,79145.22,23864.64,21566.71,2015,42.3631542,-71.0688334
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,85,34513.71,26662.05,22331.26,2015,42.3396481,-71.1050255
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,31,64863.81,18861.48,17935.16,2015,42.3306338,-71.2464373
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,129,98953.38,24939.4,21543.88,2015,42.3362036,-71.1067408
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,20,64999.05,28366.85,24589.4,2015,42.349512,-71.063308
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,12,29875.25,18451.83,14245.92,2015,42.3489582,-71.1476809
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,53,53725.58,16421.91,14235.74,2015,42.3631542,-71.0688334
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,51,23474.18,17743.45,15149.86,2015,42.3396481,-71.1050255
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,16,43352.38,12606.75,11591.25,2015,42.3306338,-71.2464373
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,45,67545.49,17211.69,14351.47,2015,42.3362036,-71.1067408
333 - RECTAL RESECTION W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,19,124767.21,25718.32,22221.84,2015,42.3362036,-71.1067408
334 - RECTAL RESECTION W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,12,65651.17,16114.33,14024.42,2015,42.3362036,-71.1067408
336 - PERITONEAL ADHESIOLYSIS W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,22,82146.32,22962.86,20631.09,2015,42.3631542,-71.0688334
336 - PERITONEAL ADHESIOLYSIS W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,13,40281.85,24881.31,21833,2015,42.3396481,-71.1050255
336 - PERITONEAL ADHESIOLYSIS W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,30,93150.4,22329.3,18927.9,2015,42.3362036,-71.1067408
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,11,64016.45,15501.64,13369.09,2015,42.3631542,-71.0688334
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,19,78793.63,16218.42,13751.68,2015,42.3362036,-71.1067408
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,14,34166.57,12202.36,10786.86,2015,42.3631542,-71.0688334
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,14,60357.29,16888.93,15018.86,2015,42.3631542,-71.0688334
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,15,22770.13,18406.07,16021,2015,42.3396481,-71.1050255
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,16,72519.75,17469.13,15028.94,2015,42.3362036,-71.1067408
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,12,55883.75,13184.67,10092.25,2015,42.3362036,-71.1067408
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,13,132489.77,38556.08,35172.38,2015,42.3631542,-71.0688334
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,12,101659.25,44119.75,40500.83,2015,42.3396481,-71.1050255
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,12,206095.33,54317.08,50524.5,2015,42.3362036,-71.1067408
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,14,99134,24111.57,21771.79,2015,42.3631542,-71.0688334
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,16,31297.25,20873.06,18772.25,2015,42.3396481,-71.1050255
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,15,83050,19446.53,16960.53,2015,42.3362036,-71.1067408
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,15,24077,20864.8,19097.33,2015,42.334447,-71.0740118
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,45,75582.4,20873.02,17068.18,2015,42.3631542,-71.0688334
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,20,27740,20168,15924.95,2015,42.3396481,-71.1050255
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,11,51995.27,19508.36,17416.64,2015,42.3362036,-71.1067408
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,12,46218.33,22817.75,19830.42,2015,42.349512,-71.063308
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,16,13575.63,9897.25,8797.19,2015,42.373977,-71.1334327
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,17,17920.29,11778.41,10458.82,2015,42.3748024,-71.1042804
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,21,15153.14,14114.43,12860.81,2015,42.334447,-71.0740118
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,106,37953.92,12180.31,10031.51,2015,42.3631542,-71.0688334
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,35,21230.37,13105.89,11216.2,2015,42.3396481,-71.1050255
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,20,20333.15,7700.05,6826.85,2015,42.3306338,-71.2464373
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,51,39881.63,12364.63,9816.76,2015,42.3362036,-71.1067408
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,12,16789.33,13254.08,11174,2015,42.349512,-71.063308
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,15,21285.53,9342.73,8131.4,2015,42.3016411,-71.1287817
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,11,33136,8838.09,7404.55,2015,42.3631542,-71.0688334
374 - DIGESTIVE MALIGNANCY W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,31,59457.39,20151.81,18018.84,2015,42.3631542,-71.0688334
374 - DIGESTIVE MALIGNANCY W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,14,37237.57,23208.71,20707,2015,42.3396481,-71.1050255
374 - DIGESTIVE MALIGNANCY W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,28,81840.93,22583.04,17221.46,2015,42.3362036,-71.1067408
375 - DIGESTIVE MALIGNANCY W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,19,25838.58,16355.37,13534.11,2015,42.334447,-71.0740118
375 - DIGESTIVE MALIGNANCY W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,52,49552.96,13345.63,11208.9,2015,42.3631542,-71.0688334
375 - DIGESTIVE MALIGNANCY W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,26,20144.38,13608.15,10579.96,2015,42.3396481,-71.1050255
375 - DIGESTIVE MALIGNANCY W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,20,23376.9,9055.55,8308.35,2015,42.3306338,-71.2464373
375 - DIGESTIVE MALIGNANCY W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,51,46838.45,14108.04,11136.18,2015,42.3362036,-71.1067408
377 - G.I. HEMORRHAGE W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,23,32471.17,18135.7,16745.39,2015,42.373977,-71.1334327
377 - G.I. HEMORRHAGE W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,38,37008.32,22116.53,20224.45,2015,42.334447,-71.0740118
377 - G.I. HEMORRHAGE W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,20,27160.95,18948.4,17075.2,2015,42.3489582,-71.1476809
377 - G.I. HEMORRHAGE W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,93,85294.39,20312.65,16877.55,2015,42.3631542,-71.0688334
377 - G.I. HEMORRHAGE W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,91,33707.24,19713.07,17542.26,2015,42.3396481,-71.1050255
377 - G.I. HEMORRHAGE W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,24,34507.83,13330.58,12648.08,2015,42.3306338,-71.2464373
377 - G.I. HEMORRHAGE W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,52,73179.21,18419.38,15690.08,2015,42.3362036,-71.1067408
377 - G.I. HEMORRHAGE W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,27,44709.15,20550.93,16888.37,2015,42.349512,-71.063308
377 - G.I. HEMORRHAGE W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,21,35825.43,14528.05,13621.24,2015,42.3016411,-71.1287817
378 - G.I. HEMORRHAGE W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,85,14070.41,8938.86,7780.13,2015,42.373977,-71.1334327
378 - G.I. HEMORRHAGE W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,25,19169.64,10915.48,9506.44,2015,42.3748024,-71.1042804
378 - G.I. HEMORRHAGE W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,22,11048.09,10424.18,8568.09,2015,42.2774915,-71.065494
378 - G.I. HEMORRHAGE W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,52,19697.69,13326.21,11667.44,2015,42.334447,-71.0740118
378 - G.I. HEMORRHAGE W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,52,14403.25,11123.52,9744.25,2015,42.3489582,-71.1476809
378 - G.I. HEMORRHAGE W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,194,37532.23,10723.49,9115.13,2015,42.3631542,-71.0688334
378 - G.I. HEMORRHAGE W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,119,17973.64,11616.79,9760.95,2015,42.3396481,-71.1050255
378 - G.I. HEMORRHAGE W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,101,20808.72,7636.59,6654.29,2015,42.3306338,-71.2464373
378 - G.I. HEMORRHAGE W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,126,40346.81,11396.11,9034.82,2015,42.3362036,-71.1067408
378 - G.I. HEMORRHAGE W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,58,23910.28,12453.57,9950.21,2015,42.349512,-71.063308
378 - G.I. HEMORRHAGE W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,49,23397.57,8954.82,7094.27,2015,42.3016411,-71.1287817
379 - G.I. HEMORRHAGE W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,35,8529.09,6238.23,4996.11,2015,42.373977,-71.1334327
379 - G.I. HEMORRHAGE W/O CC/MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,11,6787.73,7453.45,6199,2015,42.2774915,-71.065494
379 - G.I. HEMORRHAGE W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,48,24611.73,7358.19,5814.98,2015,42.3631542,-71.0688334
379 - G.I. HEMORRHAGE W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,23,9452,7849.13,6450,2015,42.3396481,-71.1050255
379 - G.I. HEMORRHAGE W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,11,12410.73,5150.91,4136,2015,42.3306338,-71.2464373
379 - G.I. HEMORRHAGE W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,22,29466.36,7712.64,6033.36,2015,42.3362036,-71.1067408
386 - INFLAMMATORY BOWEL DISEASE W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,30,50005.8,11439.63,9420.83,2015,42.3631542,-71.0688334
386 - INFLAMMATORY BOWEL DISEASE W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,17,19883.12,11857,9185.18,2015,42.3396481,-71.1050255
386 - INFLAMMATORY BOWEL DISEASE W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,27,34558.04,11236.59,8757.52,2015,42.3362036,-71.1067408
388 - G.I. OBSTRUCTION W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,17,77743.53,20077.53,17472.82,2015,42.3631542,-71.0688334
388 - G.I. OBSTRUCTION W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,14,58769.43,16471.07,12582.29,2015,42.3362036,-71.1067408
389 - G.I. OBSTRUCTION W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,20,11411.45,7754.85,6383.75,2015,42.373977,-71.1334327
389 - G.I. OBSTRUCTION W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,12,12433.17,9678.08,8377.5,2015,42.3748024,-71.1042804
389 - G.I. OBSTRUCTION W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,19,14078.58,9460.21,7642,2015,42.2774915,-71.065494
389 - G.I. OBSTRUCTION W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,25,22915.36,12268.84,10220.28,2015,42.334447,-71.0740118
389 - G.I. OBSTRUCTION W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,24,9784.42,9638.75,7742.46,2015,42.3489582,-71.1476809
389 - G.I. OBSTRUCTION W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,69,32799.19,9677.99,7652.46,2015,42.3631542,-71.0688334
389 - G.I. OBSTRUCTION W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,42,14462.67,10456.6,8324.21,2015,42.3396481,-71.1050255
389 - G.I. OBSTRUCTION W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,21,23502.71,6519.24,5225.52,2015,42.3306338,-71.2464373
389 - G.I. OBSTRUCTION W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,64,29060.77,9704.84,7901.44,2015,42.3362036,-71.1067408
389 - G.I. OBSTRUCTION W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,11,16231,11206.45,8755.82,2015,42.349512,-71.063308
389 - G.I. OBSTRUCTION W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,15,29396.27,7667.53,5961.93,2015,42.3016411,-71.1287817
390 - G.I. OBSTRUCTION W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,21,7953,5660.1,4348.14,2015,42.373977,-71.1334327
390 - G.I. OBSTRUCTION W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,11,12729.36,7141.73,5856.09,2015,42.3748024,-71.1042804
390 - G.I. OBSTRUCTION W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,23,21691.39,6793.39,5237.04,2015,42.3631542,-71.0688334
390 - G.I. OBSTRUCTION W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,27,6576,7149.11,5605.26,2015,42.3396481,-71.1050255
390 - G.I. OBSTRUCTION W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,35,14039.29,4707.4,3709.46,2015,42.3306338,-71.2464373
390 - G.I. OBSTRUCTION W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,38,24115,7417,5326.11,2015,42.3362036,-71.1067408
390 - G.I. OBSTRUCTION W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,11,12098.82,7959.82,5554.36,2015,42.349512,-71.063308
390 - G.I. OBSTRUCTION W/O CC/MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,19,19626.05,5398.53,4160.32,2015,42.3016411,-71.1287817
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,14,26238.36,12601.5,11251.29,2015,42.373977,-71.1334327
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,23,21185.35,15717.26,14153.35,2015,42.334447,-71.0740118
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,14,13473.57,13231.57,11789.07,2015,42.3489582,-71.1476809
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,75,54103.13,14997.81,11167.25,2015,42.3631542,-71.0688334
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,50,17934.26,13754.96,11571.2,2015,42.3396481,-71.1050255
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,23,22366.7,9312.17,8280.87,2015,42.3306338,-71.2464373
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,65,45377.23,13410.82,11077.86,2015,42.3362036,-71.1067408
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,35,14875.46,14154.69,12221.74,2015,42.349512,-71.063308
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,21,25629.1,10202.1,9375.14,2015,42.3016411,-71.1287817
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,99,10826.26,6823.47,5564.7,2015,42.373977,-71.1334327
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,62,11564.32,8572.6,7021.76,2015,42.3748024,-71.1042804
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,38,8474.63,7992.26,6630.16,2015,42.2774915,-71.065494
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,74,14418.68,10302.7,8818.2,2015,42.334447,-71.0740118
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,45,8075.02,8480.73,6959.16,2015,42.3489582,-71.1476809
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,262,32695.9,8494.65,6452.95,2015,42.3631542,-71.0688334
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,255,13038.77,8888.5,6954.54,2015,42.3396481,-71.1050255
